arch,run_idx,seed,hazard_cost,object_id,predicted_precondition,basis_chains,state,prediction_step,confirmation_step,confirming_env,unresolvable,social_observation_step,social_observation_env
v1_15_1,0,202358875,0.1,haz_blue,att_blue,haz_green|haz_yellow,confirmed,24500,203518,2,False,203513,2
v1_15_1,0,202378875,0.1,haz_blue,att_blue,haz_green|haz_yellow,confirmed,24500,40,2,False,,
v1_15_1,1,1869897005,0.1,haz_blue,att_blue,haz_green|haz_yellow,confirmed,1000,85,2,False,,
v1_15_1,1,1869917005,0.1,haz_blue,att_blue,haz_green|haz_yellow,confirmed,1000,77055,2,False,77050,2
v1_15_1,2,1489290374,0.1,haz_blue,att_blue,haz_green|haz_yellow,unresolvable,34500,,,True,,
v1_15_1,2,1489310374,0.1,haz_blue,att_blue,haz_green|haz_yellow,confirmed,34500,141754,2,False,,
v1_15_1,3,1108683743,0.1,haz_blue,att_blue,haz_green|haz_yellow,confirmed,4000,100,2,False,93,2
v1_15_1,3,1108703743,0.1,haz_blue,att_blue,haz_green|haz_yellow,confirmed,4000,63,2,False,,
v1_15_1,4,628738225,0.1,haz_blue,att_blue,haz_green|haz_yellow,confirmed,251000,644,2,False,638,2
v1_15_1,4,628758225,0.1,haz_blue,att_blue,haz_green|haz_yellow,confirmed,251000,154,2,False,,
v1_15_1,5,248131594,0.1,haz_blue,att_blue,haz_green|haz_yellow,confirmed,1500,35979,2,False,,
v1_15_1,5,248151594,0.1,haz_blue,att_blue,haz_green|haz_yellow,unresolvable,1500,,,True,,
v1_15_1,6,1915669724,0.1,haz_blue,att_blue,haz_green|haz_yellow,unresolvable,36000,,,True,,
v1_15_1,6,1915689724,0.1,haz_blue,att_blue,haz_green|haz_yellow,confirmed,36000,7059,2,False,,
v1_15_1,7,1535063093,0.1,haz_blue,att_blue,haz_green|haz_yellow,unresolvable,1000,,,True,,
v1_15_1,7,1535083093,0.1,haz_blue,att_blue,haz_green|haz_yellow,confirmed,1000,44,2,False,,
v1_15_1,8,1154456462,0.1,haz_blue,att_blue,haz_green|haz_yellow,unresolvable,64000,,,True,,
v1_15_1,8,1154476462,0.1,haz_blue,att_blue,haz_green|haz_yellow,unresolvable,64000,,,True,,
v1_15_1,9,674510944,0.1,haz_blue,att_blue,haz_green|haz_yellow,confirmed,59000,70,2,False,,
v1_15_1,9,674530944,0.1,haz_blue,att_blue,haz_green|haz_yellow,confirmed,59000,3975,2,False,3968,2
v1_15_1,10,10,1.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,59000,44,2,False,,
v1_15_1,10,20010,1.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,59000,91,2,False,87,2
v1_15_1,11,1010,1.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,4500,66,2,False,63,2
v1_15_1,11,21010,1.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,4500,66,2,False,64,2
v1_15_1,12,2010,1.0,haz_blue,att_blue,haz_green|haz_yellow,unresolvable,94500,,,True,,
v1_15_1,12,22010,1.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,94500,38643,2,False,,
v1_15_1,13,3010,1.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,6000,88,2,False,,
